TAXON_ORDER,category,English name,scientific name
16697,species,Loggerhead Kingbird,Tyrannus caudifasciatus
16698,group (polytypic),Loggerhead Kingbird (Loggerhead),Tyrannus caudifasciatus [caudifasciatus Group]
16699,subspecies,,Tyrannus caudifasciatus bahamensis
16700,subspecies,,Tyrannus caudifasciatus caudifasciatus
16701,subspecies,,Tyrannus caudifasciatus flavescens
16702,subspecies,,Tyrannus caudifasciatus caymanensis
16703,subspecies,,Tyrannus caudifasciatus jamaicensis
16704,group (monotypic),Loggerhead Kingbird (Puerto Rican),Tyrannus caudifasciatus taylori
16705,group (monotypic),Loggerhead Kingbird (Hispaniolan),Tyrannus caudifasciatus gabbii
16706,species,Giant Kingbird,Tyrannus cubensis
16707,species,Scissor-tailed Flycatcher,Tyrannus forficatus
16708,hybrid,Couch's Kingbird x Scissor-tailed Flycatcher (hybrid),Tyrannus couchii x forficatus
16709,hybrid,Western Kingbird x Scissor-tailed Flycatcher (hybrid),Tyrannus verticalis x forficatus
16710,species,Fork-tailed Flycatcher,Tyrannus savana
16711,group (monotypic),Fork-tailed Flycatcher (savana),Tyrannus savana savana
16712,group (monotypic),Fork-tailed Flycatcher (monachus),Tyrannus savana monachus
16713,group (monotypic),Fork-tailed Flycatcher (sanctaemartae),Tyrannus savana sanctaemartae
16714,group (monotypic),Fork-tailed Flycatcher (circumdatus),Tyrannus savana circumdatus
16715,spuh,flycatcher sp. (Tyrannidae sp.),Tyrannidae sp.
16716,species,Albert's Lyrebird,Menura alberti
16717,species,Superb Lyrebird,Menura novaehollandiae
16718,subspecies,,Menura novaehollandiae edwardi
16719,subspecies,,Menura novaehollandiae novaehollandiae
16720,subspecies,,Menura novaehollandiae victoriae
16721,species,Rufous Scrub-bird,Atrichornis rufescens
16722,subspecies,,Atrichornis rufescens rufescens
16723,subspecies,,Atrichornis rufescens ferrieri
16724,species,Noisy Scrub-bird,Atrichornis clamosus
16725,species,White-eared Catbird,Ailuroedus buccoides
16726,species,Ochre-breasted Catbird,Ailuroedus stonii
16727,subspecies,,Ailuroedus stonii cinnamomeus
16728,subspecies,,Ailuroedus stonii stonii
16729,species,Tan-capped Catbird,Ailuroedus geislerorum
16730,subspecies,,Ailuroedus geislerorum geislerorum
16731,subspecies,,Ailuroedus geislerorum molestus
16732,species,Spotted Catbird,Ailuroedus maculosus
16733,species,Huon Catbird,Ailuroedus astigmaticus
16734,species,Black-capped Catbird,Ailuroedus melanocephalus
16735,species,Northern Catbird,Ailuroedus jobiensis
16736,species,Arfak Catbird,Ailuroedus arfakianus
16737,subspecies,,Ailuroedus arfakianus misoliensis
16738,subspecies,,Ailuroedus arfakianus arfakianus
16739,species,Black-eared Catbird,Ailuroedus melanotis
16740,subspecies,,Ailuroedus melanotis melanotis
16741,subspecies,,Ailuroedus melanotis facialis
16742,subspecies,,Ailuroedus melanotis joanae
16743,species,Green Catbird,Ailuroedus crassirostris
16744,species,Tooth-billed Bowerbird,Scenopoeetes dentirostris
16745,species,Archbold's Bowerbird,Archboldia papuensis
16746,subspecies,,Archboldia papuensis papuensis
16747,subspecies,,Archboldia papuensis sanfordi
16748,species,Vogelkop Bowerbird,Amblyornis inornata
16749,species,MacGregor's Bowerbird,Amblyornis macgregoriae
16750,subspecies,,Amblyornis macgregoriae mayri
16751,subspecies,,Amblyornis macgregoriae macgregoriae
16752,subspecies,,Amblyornis macgregoriae germana
16753,subspecies,,Amblyornis macgregoriae kombok
16754,subspecies,,Amblyornis macgregoriae lecroyae
16755,subspecies,,Amblyornis macgregoriae nubicola
16756,species,Streaked Bowerbird,Amblyornis subalaris
16757,species,Golden-fronted Bowerbird,Amblyornis flavifrons
16758,species,Golden Bowerbird,Amblyornis newtoniana
16759,species,Masked Bowerbird,Sericulus aureus
16760,species,Flame Bowerbird,Sericulus ardens
16761,species,Fire-maned Bowerbird,Sericulus bakeri
16762,species,Regent Bowerbird,Sericulus chrysocephalus
16763,species,Satin Bowerbird,Ptilonorhynchus violaceus
16764,subspecies,,Ptilonorhynchus violaceus minor
16765,subspecies,,Ptilonorhynchus violaceus violaceus
16766,hybrid,Regent x Satin Bowerbird (hybrid),Sericulus chrysocephalus x Ptilonorhynchus violaceus
16767,species,Western Bowerbird,Chlamydera guttata
16768,subspecies,,Chlamydera guttata guttata
16769,subspecies,,Chlamydera guttata carteri
16770,species,Spotted Bowerbird,Chlamydera maculata
16771,species,Great Bowerbird,Chlamydera nuchalis
16772,subspecies,,Chlamydera nuchalis nuchalis
16773,subspecies,,Chlamydera nuchalis orientalis
16774,species,Yellow-breasted Bowerbird,Chlamydera lauterbachi
16775,subspecies,,Chlamydera lauterbachi lauterbachi
16776,subspecies,,Chlamydera lauterbachi uniformis
16777,species,Fawn-breasted Bowerbird,Chlamydera cerviniventris
16778,species,Papuan Treecreeper,Cormobates placens
16779,subspecies,,Cormobates placens placens
16780,subspecies,,Cormobates placens steini
16781,subspecies,,Cormobates placens inexpectata
16782,subspecies,,Cormobates placens meridionalis
16783,species,White-throated Treecreeper,Cormobates leucophaea
16784,group (monotypic),White-throated Treecreeper (Little),Cormobates leucophaea minor
16785,group (polytypic),White-throated Treecreeper (White-throated),Cormobates leucophaea [leucophaea Group]
16786,subspecies,,Cormobates leucophaea intermedia
16787,subspecies,,Cormobates leucophaea metastasis
16788,subspecies,,Cormobates leucophaea leucophaea
16789,subspecies,,Cormobates leucophaea grisescens
16790,species,White-browed Treecreeper,Climacteris affinis
16791,subspecies,,Climacteris affinis superciliosus
16792,subspecies,,Climacteris affinis affinis
16793,species,Red-browed Treecreeper,Climacteris erythrops
16794,species,Brown Treecreeper,Climacteris picumnus
16795,subspecies,,Climacteris picumnus melanotus
16796,subspecies,,Climacteris picumnus picumnus
16797,subspecies,,Climacteris picumnus victoriae
16798,species,Black-tailed Treecreeper,Climacteris melanurus
16799,subspecies,,Climacteris melanurus melanurus
16800,subspecies,,Climacteris melanurus wellsi
16801,species,Rufous Treecreeper,Climacteris rufus
16802,spuh,Australian treecreeper sp.,Climacteridae sp.
16803,species,Gray Grasswren,Amytornis barbatus
16804,subspecies,,Amytornis barbatus barbatus
16805,subspecies,,Amytornis barbatus diamantina
16806,species,Pilbara Grasswren,Amytornis whitei
16807,species,Sandhill Grasswren,Amytornis oweni
16808,species,Rusty Grasswren,Amytornis rowleyi
16809,species,Striated Grasswren,Amytornis striatus
16810,species,White-throated Grasswren,Amytornis woodwardi
16811,species,Carpentarian Grasswren,Amytornis dorotheae
16812,species,Short-tailed Grasswren,Amytornis merrotsyi
16813,species,Western Grasswren,Amytornis textilis
16814,group (monotypic),Western Grasswren (Western),Amytornis textilis textilis
16815,group (monotypic),Western Grasswren (Gawler Ranges),Amytornis textilis myall
16816,species,Thick-billed Grasswren,Amytornis modestus
16817,subspecies,,Amytornis modestus modestus
16818,subspecies,,Amytornis modestus indulkanna
16819,subspecies,,Amytornis modestus cowarie
16820,subspecies,,Amytornis modestus raglessi
16821,subspecies,,Amytornis modestus curnamona
16822,subspecies,,Amytornis modestus obscurior
16823,subspecies,,Amytornis modestus inexpectatus
16824,species,Black Grasswren,Amytornis housei
16825,species,Eyrean Grasswren,Amytornis goyderi
16826,species,Dusky Grasswren,Amytornis purnelli
16827,species,Kalkadoon Grasswren,Amytornis ballarae
16828,species,Southern Emuwren,Stipiturus malachurus
16829,subspecies,,Stipiturus malachurus malachurus
16830,subspecies,,Stipiturus malachurus littleri
16831,subspecies,,Stipiturus malachurus polionotum
16832,subspecies,,Stipiturus malachurus intermedius
16833,subspecies,,Stipiturus malachurus halmaturinus
16834,subspecies,,Stipiturus malachurus parimeda
16835,subspecies,,Stipiturus malachurus westernensis
16836,subspecies,,Stipiturus malachurus hartogi
16837,species,Rufous-crowned Emuwren,Stipiturus ruficeps
16838,species,Mallee Emuwren,Stipiturus mallee
16839,species,Wallace's Fairywren,Sipodotus wallacii
16840,species,Orange-crowned Fairywren,Clytomyias insignis
16841,subspecies,,Clytomyias insignis insignis
16842,subspecies,,Clytomyias insignis oorti
16843,species,Broad-billed Fairywren,Chenorhamphus grayi
16844,species,Campbell's Fairywren,Chenorhamphus campbelli
16845,species,Emperor Fairywren,Malurus cyanocephalus
16846,subspecies,,Malurus cyanocephalus cyanocephalus
16847,subspecies,,Malurus cyanocephalus mysorensis
16848,subspecies,,Malurus cyanocephalus bonapartii
16849,species,Purple-crowned Fairywren,Malurus coronatus
16850,subspecies,,Malurus coronatus coronatus
16851,subspecies,,Malurus coronatus macgillivrayi
16852,species,Red-winged Fairywren,Malurus elegans
16853,species,Blue-breasted Fairywren,Malurus pulcherrimus
16854,species,Purple-backed Fairywren,Malurus assimilis
16855,group (polytypic),Purple-backed Fairywren (Lavender-flanked),Malurus assimilis dulcis/rogersi
16856,subspecies,,Malurus assimilis rogersi
16857,subspecies,,Malurus assimilis dulcis
16858,group (polytypic),Purple-backed Fairywren (Purple-backed),Malurus assimilis assimilis/bernieri
16859,subspecies,,Malurus assimilis bernieri
16860,subspecies,,Malurus assimilis assimilis
16861,species,Variegated Fairywren,Malurus lamberti
16862,slash,Purple-backed/Variegated Fairywren,Malurus assimilis/lamberti
16863,species,Lovely Fairywren,Malurus amabilis
16864,species,Splendid Fairywren,Malurus splendens
16865,subspecies,,Malurus splendens splendens
16866,subspecies,,Malurus splendens musgravi
16867,subspecies,,Malurus splendens melanotus
16868,subspecies,,Malurus splendens emmottorum
16869,species,Superb Fairywren,Malurus cyaneus
16870,subspecies,,Malurus cyaneus cyaneus
16871,subspecies,,Malurus cyaneus samueli
16872,subspecies,,Malurus cyaneus elizabethae
16873,subspecies,,Malurus cyaneus cyanochlamys
16874,subspecies,,Malurus cyaneus leggei
16875,subspecies,,Malurus cyaneus ashbyi
16876,species,White-winged Fairywren,Malurus leucopterus
16877,group (monotypic),White-winged Fairywren (Blue-and-white),Malurus leucopterus leuconotus
16878,group (polytypic),White-winged Fairywren (Black-and-white),Malurus leucopterus leucopterus/edouardi
16879,subspecies,,Malurus leucopterus edouardi
16880,subspecies,,Malurus leucopterus leucopterus
16881,species,Red-backed Fairywren,Malurus melanocephalus
16882,subspecies,,Malurus melanocephalus cruentatus
16883,subspecies,,Malurus melanocephalus melanocephalus
16884,species,White-shouldered Fairywren,Malurus alboscapulatus
16885,subspecies,,Malurus alboscapulatus lorentzi
16886,subspecies,,Malurus alboscapulatus alboscapulatus
16887,subspecies,,Malurus alboscapulatus naimii
16888,subspecies,,Malurus alboscapulatus aida
16889,subspecies,,Malurus alboscapulatus kutubu
16890,subspecies,,Malurus alboscapulatus moretoni
16891,spuh,fairywren sp.,Malurus sp.
16892,species,Dark-eared Myza,Myza celebensis
16893,subspecies,,Myza celebensis celebensis
16894,subspecies,,Myza celebensis meridionalis
16895,species,White-eared Myza,Myza sarasinorum
16896,subspecies,,Myza sarasinorum sarasinorum
16897,subspecies,,Myza sarasinorum chionogenys
16898,subspecies,,Myza sarasinorum pholidota
16899,slash,Dark-eared/White-eared Myza,Myza celebensis/sarasinorum
16900,species,Eastern Spinebill,Acanthorhynchus tenuirostris
16901,subspecies,,Acanthorhynchus tenuirostris cairnsensis
16902,subspecies,,Acanthorhynchus tenuirostris tenuirostris
16903,subspecies,,Acanthorhynchus tenuirostris dubius
16904,subspecies,,Acanthorhynchus tenuirostris halmaturinus
16905,species,Western Spinebill,Acanthorhynchus superciliosus
16906,species,Pied Honeyeater,Certhionyx variegatus
16907,species,Plain Honeyeater,Pycnopygius ixoides
16908,subspecies,,Pycnopygius ixoides ixoides
16909,subspecies,,Pycnopygius ixoides simplex
16910,subspecies,,Pycnopygius ixoides proximus
16911,subspecies,,Pycnopygius ixoides unicus
16912,subspecies,,Pycnopygius ixoides cinereifrons
16913,subspecies,,Pycnopygius ixoides finschi
16914,species,Marbled Honeyeater,Pycnopygius cinereus
16915,subspecies,,Pycnopygius cinereus cinereus
16916,subspecies,,Pycnopygius cinereus dorsalis
16917,subspecies,,Pycnopygius cinereus marmoratus
16918,species,Streak-headed Honeyeater,Pycnopygius stictocephalus
16919,species,Tui,Prosthemadera novaeseelandiae
16920,subspecies,,Prosthemadera novaeseelandiae novaeseelandiae
16921,subspecies,,Prosthemadera novaeseelandiae kermadecensis
16922,subspecies,,Prosthemadera novaeseelandiae chathamensis
16923,species,New Zealand Bellbird,Anthornis melanura
16924,subspecies,,Anthornis melanura obscura
16925,subspecies,,Anthornis melanura oneho
16926,subspecies,,Anthornis melanura melanura
16927,species,Chatham Island Bellbird,Anthornis melanocephala
16928,species,Orange-cheeked Honeyeater,Oreornis chrysogenys
16929,species,Puff-backed Honeyeater,Meliphaga aruensis
16930,subspecies,,Meliphaga aruensis sharpei
16931,subspecies,,Meliphaga aruensis aruensis
16932,species,Yellow-spotted Honeyeater,Meliphaga notata
16933,subspecies,,Meliphaga notata notata
16934,subspecies,,Meliphaga notata mixta
16935,species,Lewin's Honeyeater,Meliphaga lewinii
16936,subspecies,,Meliphaga lewinii amphochlora
16937,subspecies,,Meliphaga lewinii mab
16938,subspecies,,Meliphaga lewinii lewinii
16939,species,Scrub Honeyeater,Meliphaga albonotata
16940,subspecies,,Meliphaga albonotata setekwa
16941,subspecies,,Meliphaga albonotata albonotata
16942,species,Mountain Meliphaga,Meliphaga orientalis
16943,subspecies,,Meliphaga orientalis facialis
16944,subspecies,,Meliphaga orientalis becki
16945,subspecies,,Meliphaga orientalis orientalis
16946,species,Mimic Honeyeater,Meliphaga analoga
16947,subspecies,,Meliphaga analoga papuae
16948,subspecies,,Meliphaga analoga analoga
16949,subspecies,,Meliphaga analoga longirostris
